quarter,govdef_owid,govdef_fred,govdef_spliced
2011.0,170.82805185838458,164.4775,164.4775
2011.25,172.45302540006494,167.4145,167.4145
2011.5,172.0738649070062,165.814,165.814
2011.75,171.18554603755425,164.2775,164.2775
2012.0,163.8636140972459,164.58275,164.58275
2012.25,163.24362312449807,162.46325,162.46325
2012.5,163.24362312449807,164.0235,164.0235
2012.75,162.4118019027281,159.268,159.268
2013.0,159.9386188544904,154.843,154.843
2013.25,159.507987276063,154.42875,154.42875
2013.5,159.47210131119405,150.87525,150.87525
2013.75,159.69767023322743,150.132,150.132
2014.0,150.64454176820863,150.027,150.027
2014.25,151.80249231826372,148.5005,148.5005
2014.5,153.30300323937678,151.98975,151.98975
2014.75,152.5841089395509,146.5885,146.5885
2015.0,146.68279980542223,146.5855,146.5855
2015.25,148.06602862085995,146.59825,146.59825
2015.5,149.08132788606338,145.30575,145.30575
2015.75,149.21639063235193,145.93825,145.93825
